Title,Title_URL,Image,arow,asizemini,aoffscreen,arow2,acolumn,Field1,Text,Text1,Field2
"NIMO 17.3"" Copilot+ AI Laptop, AMD Ryzen AI 9 HX 370 (Up to 5.1GHz), 64GB DDR5 RAM 1TB SSD, Radeon 890M, 144Hz FHD Display, 100W Fast PD, USB 4.0, Fingerprint, Win 11 Gaming Laptop with 2Y Warranty",https://www.amazon.com/NIMO-Copilot-Display-Fingerprint-Warranty/dp/B0H7BMGYP5/ref=sr_1_51?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-51&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/7180wTSZH8L._AC_UY218_.jpg,4.5,(25),,,,,,,"NIMO
NIMO N178
17.3 inches
Black
1024 GB
Ryzen 9
64 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
16 Compute Units, RDNA 3.5 Architecture, Up to 2.9GHz, AI & Gaming Ready"
,,,,,,,,,,,
,,,,,,,,,,,
"ASUS TUF Gaming A14 Copilot+ PC Gaming Laptop, 14” WQXGA 16:10 165Hz Display, AMD Ryzen™ AI Max+ 392 Processor, 32GB LPDDR5X, 1TB PCIe® Gen 4.0 SSD, Wi-Fi 6E, Windows 11 Home, FA401, Jaegar Gray",https://www.amazon.com/ASUS-Gaming-Copilot-Laptop-WQXGA/dp/B0GPT6QPXL/ref=sr_1_52?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-52&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71GnmMYIu8L._AC_UY218_.jpg,4.2,(7),"PKR 516,097.08","PKR 19,563.01 delivery Tue, Sep 29","Tue, Sep 29","PKR609,782.23",,,"ASUS
Tuf Gaming A14
14 inches
Jaegar Gray
1000 GB
Ryzen AI Max
32 GB
Windows 11 Home
Quad-Channel Unified Memory Design
Integrated"
"Lenovo Legion Pro 7i Gen 10 w/Ultra 9, RTX 5090, 64GB RAM, 2TB,16” OLED",https://www.amazon.com/Lenovo-Legion-Gaming-GeForce-Windows/dp/B0FK453MMS/ref=sr_1_53?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-53&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/515W50hwJmL._AC_UY218_.jpg,4.6,(37),"PKR 1,662,772.82","PKR 36,390.31 delivery Oct 9 - 30",Oct 9 - 30,,,,"Lenovo
Lenovo
16 inches
Black
2 TB
Intel Core Ultra 9
64 GB
Windows 11 Home
Backlit Keyboard
Dedicated"
"Lenovo Gaming Laptop, AMD 6-core Ryzen 5 7535HS, 8GB DDR5 RAM, 256GB PCIe SSD, Radeon 660M Graphics, 15"" FHD IPS Display, Copilot AI Assistant PC, BT 5.3, Wi-Fi 6, Moonlight Grey Windows 11 Home",https://www.amazon.com/Lenovo-Graphics-Display-Assistant-Moonlight/dp/B0GSDGG7YK/ref=sr_1_54?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-54&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71mNnJwVopL._AC_UY218_.jpg,4.3,(44),,,,,,,"Lenovo
IdeaPad Slim 3 15
15.3 inches
Luna Grey
256 GB
AMD Ryzen 5 7535HS
8 GB
Windows 11 Home
HD Audio
Integrated"
"ASUS ROG Flow Z13 (2025) Gaming Laptop, 13” ROG Nebula 16:10 2.5K 180Hz/3ms, the AMD Ryzen AI MAX 390 Processor, the RDNA 3.5 Graphics, 32GB LPDDR5X 8000MHz, 1TB PCIe Gen 4 SSD, Wi-Fi 7, Win 11 Home",https://www.amazon.com/ASUS-Nebula-Touchscreen-Convertible-Notebook/dp/B0FC34KFSP/ref=sr_1_55?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-55&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/31qsZI1V8NL._AC_UY218_.jpg,4.0,(18),"PKR 552,964.12","PKR 21,871.88 delivery Sep 28 - Oct 2",Sep 28 - Oct 2,"PKR582,064.73",,,"ASUS
ROG Flow Z13
13.4 inches
Off Black
1 TB
Ryzen AI Max
32 GB
Windows 11 Home
Portable
Dedicated"
"NIMO 17.3"" Light Gaming Laptop, AMD Ryzen 9 8945HS, 16GB DDR5 RAM 1TB SSD",https://www.amazon.com/NIMO-Light-Gaming-Laptop-8945HS/dp/B0H3TQ78C6/ref=sr_1_56?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-56&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/5128bGUxjDL._AC_UY218_.jpg,5.0,(4),,,,,,,"NIMO
NIMO N175
17.3 inches
Black
1024 GB
AMD Ryzen 9 8945HS
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Lightweight, Numeric Keypad
Integrated"
ASUS ROG Strix G16 Gaming Laptop GeForce RTX 5070Ti 8GB AMD Ryzen 9 CPU,https://www.amazon.com/ASUS-Gaming-Laptop-GeForce-5070Ti/dp/B0H9XHQ6QS/ref=sr_1_57?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-57&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71mtuclV-0L._AC_UY218_.jpg,4.9,(26),,,,,,,"ASUS
ASUS ROG Strix G16
16 inches
Gray
1 TB
Ryzen 9
32 GB
Windows 11 Pro
165Hz, AMD Ryzen 9, Anti Glare Coating, Backlit Keyboard, NVIDIA GeForce RTX 5070Ti
Dedicated"
"NIMO Light Gaming Laptop, AMD Ryzen 7 7735HS 8 Core (Up to 4.75GHz), 15.6""",https://www.amazon.com/NIMO-Gaming-Laptop-7735HS-4-75GHz/dp/B0H2HB5T4W/ref=sr_1_58?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-58&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/717ackB8xuL._AC_UY218_.jpg,4.3,(27),,,,,,,"NIMO
NIMO N159
15.6 inches
Black
512 GB
AMD Ryzen 7
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Integrated"
"msi Vector 16"" Gaming Laptop 2026,Core Ultra 7 255HX,GeForce RTX 5070 Ti",https://www.amazon.com/msi-Vector-16-Gaming-GeForce/dp/B0HF4JTCPJ/ref=sr_1_59?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-59&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/51efY0BXUiL._AC_UY218_.jpg,5.0,(2),"PKR 498,773.64","PKR 45,456.70 delivery Sep 28 - Oct 5",Sep 28 - Oct 5,,,,"msi
Vector 16
16 inches
Cosmo Gray
1 TB
Intel Core Ultra 7
16 GB
Windows 11 Home
Anti Glare Coating, Backlit Keyboard, HD Audio, Numeric Keypad
Dedicated"
"Acer Aspire Go 15 AI Ready Laptop | 15.6"" FHD (1920 x 1080) IPS Display | AMD Ryzen 7 7730U | AMD Radeon Graphics | 16GB DDR4 | 512GB PCIe Gen4 SSD | Wi-Fi 6 | Windows 11 Home | AG15-42P-R9FW",https://www.amazon.com/acer-Display-Graphics-Windows-AG15-42P-R9FW/dp/B0FT3NRVL6/ref=sr_1_60?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-60&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71FPI17lWZL._AC_UY218_.jpg,4.3,(140),,,,,,,"Acer
Aspire Go 15
15.6 inches
Gray
512 GB
AMD Ryzen 7
16 GB
Windows 11 Home
Copilot in Windows
Integrated"
"Lenovo LOQ - 2026 - Gaming Laptop - NVIDIA GeForce RTX 5060-15.3"" WUXGA IPS Display - 165Hz Refresh Rate - Ryzen 7 250-16GB Memory - 1TB Storage - Luna Grey",https://www.amazon.com/Lenovo-LOQ-GeForce-5060-15-3-250-16GB/dp/B0GNB7XQX5/ref=sr_1_61?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-61&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/817rDCV7aaL._AC_UY218_.jpg,5.0,(2),,,,,,,"Lenovo
LOQ
15.3 inches
Luna Grey
1 TB
Ryzen 7
16 GB
Windows 11 Home
165Hz Refresh Rate
Dedicated"
"Lenovo Legion 5a - 2026 - Gaming Laptop - NVIDIA GeForce RTX 5060-15.3"" OLED WQXGA Display - 165Hz Refresh Rate - Ryzen 7 250-32GB Memory - 1TB Storage - Eclipse Black",https://www.amazon.com/Lenovo-Legion-5a-5060-15-3-250-32GB/dp/B0GNB91TWT/ref=sr_1_62?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-62&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71fO-xVnlKL._AC_UY218_.jpg,5.0,(4),"PKR 613,088.93","PKR 21,320.30 delivery Tue, Sep 29","Tue, Sep 29",,,,"Lenovo
Legion 5a
15.3 inches
Black
1 TB
Ryzen 7
32 GB
Windows 11 Home
OLED Display, High Refresh Rate
Dedicated"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Dell Alien-Ware 16X Aurora Gaming AI Laptop 16"" WQXGA 240Hz (100% DCI-P3) Intel 24-core Ultra 9 275HX 32GB RAM 2TB SSD GeForce RTX 5070 (Up to 798 AI Tops) Thunderbolt Win11Pro",https://www.amazon.com/Dell-Alienware-24-core-Thunderbolt-Win11Pro/dp/B0FWCQ2B6J/ref=sr_1_65?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-65&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71o0ASklb9L._AC_UY218_.jpg,4.7,(10),,,,,,,"Dell
Dell
16 inches
Black
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
Dedicated
NVIDIA GeForce RTX 5070"
"NIMO 17.3"" FHD Gaming Laptop AMD Ryzen 5 6600H 16GB DDR5 RAM 512GB SSD",https://www.amazon.com/NIMO-Gaming-Laptop-Ryzen-6600H/dp/B0H7J2GR7Q/ref=sr_1_66?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-66&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/718w0Qy7nSL._AC_UY218_.jpg,4.8,(17),,,,,,,"NIMO
NIMO N173
17.3 inches
Gray
512 GB
Ryzen 5
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Integrated"
"Lenovo Legion Pro 7i Gen 10 16"" Gaming Laptop (2025 Model) Intel Core Ultra 9 275HX 24C, NVIDIA GeForce RTX 5080 16GB, 64GB RAM, 2TB (1TB+1TB) NVMe SSD, 16.0"" WQXGA OLED 500 nits 240Hz, Windows 11 Pro",https://www.amazon.com/Lenovo-Legion-Gaming-GeForce-Windows/dp/B0F3JC9F6L/ref=sr_1_67?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-67&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/515W50hwJmL._AC_UY218_.jpg,4.6,(59),,,,,,,"Lenovo
Legion Pro 7i Gen 10
16 inches
Eclipse Black
2 TB
Intel Core Ultra 9
64 GB
Windows 11 Pro
Backlit Keyboard
Dedicated"
,,,,,,,,,,,
,,,,,,,,,,,
HP OMEN 16 RTX 5070 AMD Ryzen 9 8940HX 240Hz Gaming Laptop,https://www.amazon.com/HP-Gaming-Backlit-Thunderobot-Windows/dp/B0G611BH8M/ref=sr_1_68?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-68&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/716nWmIgDQL._AC_UY218_.jpg,4.6,(20),,,,,,,"HP
TPN-Q305
16.1 inches
Black
1 TB
Ryzen 9
32 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
"Dell 15.6 Laptop, AMD Ryzen 5 7520U with Radeon 610M, Windows 11 Home",https://www.amazon.com/Dell-Laptop-Ryzen-Radeon-Windows/dp/B0FCTFGTPY/ref=sr_1_69?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-69&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71jQbkYw5KL._AC_UY218_.jpg,4.3,(229),,,,,,,"Dell
Dell 15 DC15255 Laptop
15.6 inches
Carbon Black
512 GB
Ryzen 5
8 GB
Windows 11 Home
Poseable Figurines
Dedicated"
"ASUS ROG Strix G18 Gaming Laptop 2026 RTX 5070, Intel 24-Core Ultra 9 275HX",https://www.amazon.com/ASUS-Strix-Gaming-Laptop-24-Core/dp/B0DDPRZXLC/ref=sr_1_70?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-70&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71wEatTw4HL._AC_UY218_.jpg,5.0,(4),,,,,,,"ASUS
18 inches
QXGA Wide
16:10
1 	milliseconds	"
"MSI Vector 16 HX AI Gaming Laptop, Intel Ultra 9 275HX(Up to 5.4GHz), NVIDIA RTX 5080 16GB GDDR7, 16"" QHD+ 240Hz, Wi-Fi 7, 32 GB DDR5, 2 TB SSD, RGB Backlit Keyboard, Windows 11 Pro, w/Accessories",https://www.amazon.com/Vector-Backlit-Keyboard-Windows-Accessories/dp/B0FWK2KV1Y/ref=sr_1_71?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-71&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71T-F35l9jL._AC_UY218_.jpg,3.0,(2),,,,,,,"msi
Vector 16 HX AI 400
16 inches
Gray
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
16"" QHD+ 240Hz, Backlit Keyboard, Intel Ultra 9 Processor, NVIDIA RTX 5080, Wi-Fi 7
Dedicated"
"Alienware 16X Gaming Laptop, RTX5070, Intel Ultra 9 290HX, Windows 11 Home",https://www.amazon.com/Alienware-Gaming-Laptop-RTX5070-Windows/dp/B0H5D3PQ1M/ref=sr_1_72?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.dwPtF6eJbyoWw8261cLcaI-W0s7trK145v-2Bn4RUzPRo5d1D1dOEUOSzF1UPXEM-a6B93MSc6XfDQANSuL14G9KfgWgYspCgI-ARBS-93fep4kwH6gZLdE_5Pky0Dt2Aakjyj2GPWAgPFT2Ao5zGYQFW1yvtxU7kHULSiAnL7x5XiYCrftGhEzszJtcHPLZkUD8sY17JFp6J_SY-3Rb1rkdUyM96H9jt2tU8NhkVq0.kqcgCMqoV4FzgOICsJ2fqgV4815gze9bJcHIUhHwUaM&dib_tag=se&keywords=gaming+laptops&qid=1789820142&sprefix=%2Caps%2C392&sr=8-72&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/715N4pI0ZoL._AC_UY218_.jpg,,,,,,,,,"Alienware
Dell Alienware 16X Aurora Ac16251 Laptop
16 inches
Blue
1 TB
Intel Core Ultra 9
32 GB
Windows 11 Home
Anti Glare Coating, Backlit Keyboard, Numeric Keypad
Dedicated"
